"[[[65.0, 90.0, 2.2222222222222223], [77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112]]]",19,306,326
"[[[60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556]]]",245,"['267', 'T']"
"[[[62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556]]]",246,"['268', 'T']"
"[[[55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",247,"['269', 'T']"
"[[[60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",248,"['270', 'T']"
"[[[59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223]]]",249,"['271', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223], [53.0, 90.0, 2.2222222222222223]]]",250,"['272', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112]]]",262,"['240', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112]]]",263,"['241', 'T']"
"[[[55.0, 90.0, 0.5555555555555556], [57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112]]]",264,"['242', 'T']"
"[[[57.0, 90.0, 0.5555555555555556], [58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112]]]",265,"['243', 'T']"
"[[[58.0, 90.0, 0.5555555555555556], [60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112]]]",266,"['244', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556]]]",267,"['245', 'T']"
"[[[62.0, 90.0, 2.2222222222222223], [55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556]]]",268,"['246', 'T']"
"[[[55.0, 90.0, 1.1111111111111112], [60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223]]]",269,"['247', 'T']"
"[[[60.0, 90.0, 2.2222222222222223], [59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112]]]",270,"['248', 'T']"
"[[[59.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223]]]",271,"['249', 'T']"
"[[[60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [58.0, 90.0, 1.1111111111111112], [60.0, 90.0, 1.1111111111111112], [57.0, 90.0, 1.1111111111111112], [62.0, 90.0, 1.1111111111111112], [55.0, 90.0, 0.5555555555555556], [55.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 2.2222222222222223], [53.0, 90.0, 4.444444444444445]]]",272,"['250', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445]]]",305,"['325', 'T']"
"[[[41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112]]]",306,"['326', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223]]]",307,"['327', 'T']"
"[[[53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112]]]",308,"['328', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112]]]",309,"['329', 'T']"
"[[[50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112]]]",310,"['330', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112]]]",311,"['331', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112]]]",312,"['332', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335]]]",313,"['333', 'T']"
"[[[58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",314,"['334', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445]]]",325,"['305', 'T']"
"[[[41.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112]]]",326,"['306', 'T']"
"[[[53.0, 90.0, 1.6666666666666667], [53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223]]]",327,"['307', 'T']"
"[[[53.0, 90.0, 0.5555555555555556], [52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112]]]",328,"['308', 'T']"
"[[[52.0, 90.0, 1.1111111111111112], [50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112]]]",329,"['309', 'T']"
"[[[50.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112]]]",330,"['310', 'T']"
"[[[48.0, 90.0, 1.1111111111111112], [46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112]]]",331,"['311', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112]]]",332,"['312', 'T']"
"[[[46.0, 90.0, 0.5555555555555556], [58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335]]]",333,"['313', 'T']"
"[[[58.0, 90.0, 2.2222222222222223], [57.0, 90.0, 1.1111111111111112], [55.0, 90.0, 4.444444444444445], [48.0, 90.0, 1.1111111111111112], [53.0, 90.0, 2.2222222222222223], [52.0, 90.0, 1.1111111111111112], [53.0, 90.0, 1.1111111111111112], [50.0, 90.0, 1.1111111111111112], [51.0, 90.0, 1.1111111111111112], [46.0, 90.0, 1.1111111111111112], [48.0, 90.0, 3.3333333333333335], [48.0, 90.0, 1.1111111111111112]]]",334,"['314', 'T']"
"[[[77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112]]]",20,"['41', 'T']"
"[[[77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112]]]",21,"['42', 'T']"
"[[[76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112]]]",22,"['43', 'T']"
"[[[74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112]]]",23,"['44', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556]]]",24,"['45', 'T']"
"[[[71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556]]]",25,"['46', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667]]]",26,"['47', 'T']"
"[[[74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667], [70.0, 90.0, 0.5555555555555556]]]",27,"['48', 'T']"
"[[[72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556], [72.0, 90.0, 1.6666666666666667], [70.0, 90.0, 0.5555555555555556], [69.0, 90.0, 2.2222222222222223]]]",28,"['49', 'T']"
"[[[77.0, 90.0, 1.6666666666666667], [77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112]]]",41,"['20', 'T']"
"[[[77.0, 90.0, 0.5555555555555556], [76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112]]]",42,"['21', 'T']"
"[[[76.0, 90.0, 1.1111111111111112], [74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112]]]",43,"['22', 'T']"
"[[[74.0, 90.0, 3.3333333333333335], [72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112]]]",44,"['23', 'T']"
"[[[72.0, 90.0, 1.1111111111111112], [71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556]]]",45,"['24', 'T']"
"[[[71.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.6666666666666667], [72.0, 90.0, 0.5555555555555556], [72.0, 90.0, 2.2222222222222223], [79.0, 90.0, 1.1111111111111112], [72.0, 90.0, 1.1111111111111112], [77.0, 90.0, 1.1111111111111112], [70.0, 90.0, 1.1111111111111112], [74.0, 90.0, 1.1111111111111112], [67.0, 90.0, 1.1111111111111112], [69.0, 90.0, 0.5555555555555556], [70.0, 90.0, 0.5555555555555556]]]",46,"['25', 'T']"
